pick,team,team_img,player,player_details,source,date,team_pick
21,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/assets/logos/rams.svg,Colston Loveland,TE | Michigan,33rd Team,2024-12-17,Pick 21 - Los Angeles Rams
22,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/assets/logos/commanders.svg,Aireontae Ersery,OT | Minnesota,33rd Team,2024-12-17,Pick 22 - Washington Commanders
23,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/assets/logos/broncos.svg,Kaleb Johnson,RB | Iowa,33rd Team,2024-12-17,Pick 23 - Denver Broncos
24,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/assets/logos/ravens.svg,Josh Simmons,OT | Ohio State,33rd Team,2024-12-17,Pick 24 - Baltimore Ravens
25,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/assets/logos/texans.svg,Malaki Starks,S | Georgia,33rd Team,2024-12-17,Pick 25 - Houston Texans
26,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/steelers.svg,Shavon Revel Jr.,CB | East Carolina,33rd Team,2024-12-17,Pick 26 - Pittsburgh Steelers
27,Green Bay Packers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/packers.svg,Walter Nolen,DL | Mississippi,33rd Team,2024-12-17,Pick 27 - Green Bay Packers
28,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/assets/logos/vikings.svg,Jihaad Campbell,LB | Alabama,33rd Team,2024-12-17,Pick 28 - Minnesota Vikings
29,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bills.svg,Nick Emmanwori,S | South Carolina,33rd Team,2024-12-17,Pick 29 - Buffalo Bills
30,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/assets/logos/eagles.svg,Mykel Williams,EDGE | Georgia,33rd Team,2024-12-17,Pick 30 - Philadelphia Eagles
31,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/assets/logos/lions.svg,L.T. Overton,EDGE | AlabamaRARE,33rd Team,2024-12-17,Pick 31 - Detroit Lions
32,Kansas City Chiefs,https://d9ioojyvhqpok.cloudfront.net/assets/logos/chiefs.svg,Cameron Williams,OT | Texas,33rd Team,2024-12-17,Pick 32 - Kansas City Chiefs
1,New York Giants,https://d9ioojyvhqpok.cloudfront.net/assets/logos/giants_alt.svg,Cameron Ward,QB | Miami (FL),CBS,2024-12-16,Pick 1 - New York Giants
2,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/assets/logos/raiders.svg,Shedeur Sanders,QB | Colorado,CBS,2024-12-16,Pick 2 - Las Vegas Raiders
3,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/assets/logos/patriots.svg,Travis Hunter,CB | Colorado,CBS,2024-12-16,Pick 3 - New England Patriots
4,Jacksonville Jaguars,https://d9ioojyvhqpok.cloudfront.net/assets/logos/jaguars.svg,Mason Graham,DL | Michigan,CBS,2024-12-16,Pick 4 - Jacksonville Jaguars
5,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/panthers.svg,Abdul Carter,EDGE | Penn State,CBS,2024-12-16,Pick 5 - Carolina Panthers
6,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/assets/logos/titans.svg,Kelvin Banks,OT | Texas,CBS,2024-12-16,Pick 6 - Tennessee Titans
7,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/assets/logos/browns.svg,Will Campbell,OT | LSU,CBS,2024-12-16,Pick 7 - Cleveland Browns
8,New York Jets,https://d9ioojyvhqpok.cloudfront.net/assets/logos/jets.svg,Will Johnson,CB | Michigan,CBS,2024-12-16,Pick 8 - New York Jets
9,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bears.svg,Mykel Williams,EDGE | Georgia,CBS,2024-12-16,Pick 9 - Chicago Bears
10,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/assets/logos/saints.svg,Nic Scourton,EDGE | Texas A&M,CBS,2024-12-16,Pick 10 - New Orleans Saints
11,Miami Dolphins,https://d9ioojyvhqpok.cloudfront.net/assets/logos/dolphins.svg,Malaki Starks,S | Georgia,CBS,2024-12-16,Pick 11 - Miami Dolphins
12,Indianapolis Colts,https://d9ioojyvhqpok.cloudfront.net/assets/logos/colts.svg,Jalon Walker,LB | Georgia,CBS,2024-12-16,Pick 12 - Indianapolis Colts
13,Cincinnati Bengals,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bengals.svg,Tetairoa McMillan,WR | Arizona,CBS,2024-12-16,Pick 13 - Cincinnati Bengals
14,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/assets/logos/cowboys.svg,Ashton Jeanty,RB | Boise State,CBS,2024-12-16,Pick 14 - Dallas Cowboys
15,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/niners.svg,Josh Simmons,OT | Ohio State,CBS,2024-12-16,Pick 15 - San Francisco 49Ers
16,Atlanta Falcons,https://d9ioojyvhqpok.cloudfront.net/assets/logos/falcons.svg,James Pearce Jr.,EDGE | Tennessee,CBS,2024-12-16,Pick 16 - Atlanta Falcons
17,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/assets/logos/cardinals.svg,Kenneth Grant,DL | Michigan,CBS,2024-12-16,Pick 17 - Arizona Cardinals
18,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/assets/logos/seahawks.svg,Deone Walker,DL | Kentucky,CBS,2024-12-16,Pick 18 - Seattle Seahawks
19,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/chargers.svg,Colston Loveland,TE | Michigan,CBS,2024-12-16,Pick 19 - Los Angeles Chargers
20,Tampa Bay Buccaneers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bucs.svg,Shemar Stewart,DL | Texas A&M,CBS,2024-12-16,Pick 20 - Tampa Bay Buccaneers
21,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/assets/logos/rams.svg,Aireontae Ersery,OT | Minnesota,CBS,2024-12-16,Pick 21 - Los Angeles Rams
22,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/assets/logos/commanders.svg,Shavon Revel Jr.,CB | East Carolina,CBS,2024-12-16,Pick 22 - Washington Commanders
23,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/assets/logos/broncos.svg,Tyler Warren,TE | Penn State,CBS,2024-12-16,Pick 23 - Denver Broncos
24,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/assets/logos/ravens.svg,Derrick Harmon,DL | Oregon,CBS,2024-12-16,Pick 24 - Baltimore Ravens
25,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/assets/logos/texans.svg,Walter Nolen,DL | Mississippi,CBS,2024-12-16,Pick 25 - Houston Texans
26,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/steelers.svg,Luther Burden,WR | Missouri,CBS,2024-12-16,Pick 26 - Pittsburgh Steelers
27,Green Bay Packers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/packers.svg,Jahdae Barron,CB | Texas,CBS,2024-12-16,Pick 27 - Green Bay Packers
28,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/assets/logos/vikings.svg,T.J. Sanders,DL | South CarolinaRARE,CBS,2024-12-16,Pick 28 - Minnesota Vikings
29,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bills.svg,Landon Jackson,EDGE | Arkansas,CBS,2024-12-16,Pick 29 - Buffalo Bills
30,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/assets/logos/eagles.svg,Omarr Norman-Lott,DL | TennesseeRARE,CBS,2024-12-16,Pick 30 - Philadelphia Eagles
31,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/assets/logos/lions.svg,Jack Sawyer,EDGE | Ohio State,CBS,2024-12-16,Pick 31 - Detroit Lions
32,Kansas City Chiefs,https://d9ioojyvhqpok.cloudfront.net/assets/logos/chiefs.svg,Emeka Egbuka,WR | Ohio State,CBS,2024-12-16,Pick 32 - Kansas City Chiefs
1,New York Giants,https://d9ioojyvhqpok.cloudfront.net/assets/logos/giants_alt.svg,Shedeur Sanders,QB | Colorado,Bleacher Nation,2024-12-16,Pick 1 - New York Giants
2,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/assets/logos/raiders.svg,Cameron Ward,QB | Miami (FL),Bleacher Nation,2024-12-16,Pick 2 - Las Vegas Raiders
3,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/assets/logos/patriots.svg,Travis Hunter,CB | Colorado,Bleacher Nation,2024-12-16,Pick 3 - New England Patriots
4,Jacksonville Jaguars,https://d9ioojyvhqpok.cloudfront.net/assets/logos/jaguars.svg,Mason Graham,DL | Michigan,Bleacher Nation,2024-12-16,Pick 4 - Jacksonville Jaguars
5,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/panthers.svg,Tetairoa McMillan,WR | Arizona,Bleacher Nation,2024-12-16,Pick 5 - Carolina Panthers
6,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/assets/logos/titans.svg,Kelvin Banks,OT | Texas,Bleacher Nation,2024-12-16,Pick 6 - Tennessee Titans
7,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/assets/logos/browns.svg,Will Campbell,OT | LSU,Bleacher Nation,2024-12-16,Pick 7 - Cleveland Browns
8,New York Jets,https://d9ioojyvhqpok.cloudfront.net/assets/logos/jets.svg,Will Johnson,CB | Michigan,Bleacher Nation,2024-12-16,Pick 8 - New York Jets
9,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bears.svg,Abdul Carter,EDGE | Penn State,Bleacher Nation,2024-12-16,Pick 9 - Chicago Bears
10,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/assets/logos/saints.svg,James Pearce Jr.,EDGE | Tennessee,Bleacher Nation,2024-12-16,Pick 10 - New Orleans Saints
11,Miami Dolphins,https://d9ioojyvhqpok.cloudfront.net/assets/logos/dolphins.svg,Kenneth Grant,DL | Michigan,Bleacher Nation,2024-12-16,Pick 11 - Miami Dolphins
12,Indianapolis Colts,https://d9ioojyvhqpok.cloudfront.net/assets/logos/colts.svg,Malaki Starks,S | Georgia,Bleacher Nation,2024-12-16,Pick 12 - Indianapolis Colts
13,Cincinnati Bengals,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bengals.svg,Benjamin Morrison,CB | Notre Dame,Bleacher Nation,2024-12-16,Pick 13 - Cincinnati Bengals
14,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/assets/logos/cowboys.svg,Ashton Jeanty,RB | Boise State,Bleacher Nation,2024-12-16,Pick 14 - Dallas Cowboys
15,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/niners.svg,Nic Scourton,EDGE | Texas A&M,Bleacher Nation,2024-12-16,Pick 15 - San Francisco 49Ers
16,Atlanta Falcons,https://d9ioojyvhqpok.cloudfront.net/assets/logos/falcons.svg,Jalon Walker,LB | Georgia,Bleacher Nation,2024-12-16,Pick 16 - Atlanta Falcons
17,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/assets/logos/cardinals.svg,Mykel Williams,EDGE | Georgia,Bleacher Nation,2024-12-16,Pick 17 - Arizona Cardinals
18,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/assets/logos/seahawks.svg,Jonah Savaiinaea,IOL | Arizona,Bleacher Nation,2024-12-16,Pick 18 - Seattle Seahawks
19,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/chargers.svg,Colston Loveland,TE | Michigan,Bleacher Nation,2024-12-16,Pick 19 - Los Angeles Chargers
20,Tampa Bay Buccaneers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bucs.svg,Luther Burden,WR | Missouri,Bleacher Nation,2024-12-16,Pick 20 - Tampa Bay Buccaneers
21,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/assets/logos/rams.svg,Aireontae Ersery,OT | Minnesota,Bleacher Nation,2024-12-16,Pick 21 - Los Angeles Rams
22,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/assets/logos/commanders.svg,Shavon Revel Jr.,CB | East Carolina,Bleacher Nation,2024-12-16,Pick 22 - Washington Commanders
23,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/assets/logos/broncos.svg,Tyler Warren,TE | Penn State,Bleacher Nation,2024-12-16,Pick 23 - Denver Broncos
24,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/assets/logos/ravens.svg,Tyler Booker,IOL | Alabama,Bleacher Nation,2024-12-16,Pick 24 - Baltimore Ravens
25,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/assets/logos/texans.svg,Deone Walker,DL | Kentucky,Bleacher Nation,2024-12-16,Pick 25 - Houston Texans
26,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/steelers.svg,Isaiah Bond,WR | Texas,Bleacher Nation,2024-12-16,Pick 26 - Pittsburgh Steelers
27,Green Bay Packers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/packers.svg,Tyleik Williams,DL | Ohio State,Bleacher Nation,2024-12-16,Pick 27 - Green Bay Packers
28,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/assets/logos/vikings.svg,Jahdae Barron,CB | Texas,Bleacher Nation,2024-12-16,Pick 28 - Minnesota Vikings
29,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bills.svg,Walter Nolen,DL | Mississippi,Bleacher Nation,2024-12-16,Pick 29 - Buffalo Bills
30,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/assets/logos/eagles.svg,Jihaad Campbell,LB | Alabama,Bleacher Nation,2024-12-16,Pick 30 - Philadelphia Eagles
31,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/assets/logos/lions.svg,Shemar Stewart,DL | Texas A&M,Bleacher Nation,2024-12-16,Pick 31 - Detroit Lions
32,Kansas City Chiefs,https://d9ioojyvhqpok.cloudfront.net/assets/logos/chiefs.svg,Cameron Williams,OT | Texas,Bleacher Nation,2024-12-16,Pick 32 - Kansas City Chiefs
1,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/assets/logos/raiders.svg,Shedeur Sanders,QB | Colorado,AM NY,2024-12-16,Pick 1 - Las Vegas Raiders
2,New York Giants,https://d9ioojyvhqpok.cloudfront.net/assets/logos/giants_alt.svg,Cameron Ward,QB | Miami (FL),AM NY,2024-12-16,Pick 2 - New York Giants
3,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/assets/logos/patriots.svg,Travis Hunter,CB | Colorado,AM NY,2024-12-16,Pick 3 - New England Patriots
4,Jacksonville Jaguars,https://d9ioojyvhqpok.cloudfront.net/assets/logos/jaguars.svg,Will Johnson,CB | Michigan,AM NY,2024-12-16,Pick 4 - Jacksonville Jaguars
5,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/panthers.svg,Mason Graham,DL | Michigan,AM NY,2024-12-16,Pick 5 - Carolina Panthers
6,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/assets/logos/titans.svg,Tetairoa McMillan,WR | Arizona,AM NY,2024-12-16,Pick 6 - Tennessee Titans
7,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/assets/logos/browns.svg,Abdul Carter,EDGE | Penn State,AM NY,2024-12-16,Pick 7 - Cleveland Browns
8,New York Jets,https://d9ioojyvhqpok.cloudfront.net/assets/logos/jets.svg,Kelvin Banks,OT | Texas,AM NY,2024-12-16,Pick 8 - New York Jets
9,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bears.svg,Will Campbell,OT | LSUPOPULAR,AM NY,2024-12-16,Pick 9 - Chicago Bears
10,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/assets/logos/saints.svg,Mykel Williams,EDGE | GeorgiaPOPULAR,AM NY,2024-12-16,Pick 10 - New Orleans Saints
1,New York Giants,https://d9ioojyvhqpok.cloudfront.net/assets/logos/giants_alt.svg,Shedeur Sanders,QB | Colorado,SB Nation,2024-12-16,Pick 1 - New York Giants
2,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/assets/logos/raiders.svg,Cameron Ward,QB | Miami (FL),SB Nation,2024-12-16,Pick 2 - Las Vegas Raiders
3,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/assets/logos/patriots.svg,Travis Hunter,CB | Colorado,SB Nation,2024-12-16,Pick 3 - New England Patriots
4,Jacksonville Jaguars,https://d9ioojyvhqpok.cloudfront.net/assets/logos/jaguars.svg,Will Johnson,CB | Michigan,SB Nation,2024-12-16,Pick 4 - Jacksonville Jaguars
5,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/panthers.svg,Abdul Carter,EDGE | Penn State,SB Nation,2024-12-16,Pick 5 - Carolina Panthers
6,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/assets/logos/titans.svg,Tetairoa McMillan,WR | Arizona,SB Nation,2024-12-16,Pick 6 - Tennessee Titans
7,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/assets/logos/browns.svg,Mason Graham,DL | Michigan,SB Nation,2024-12-16,Pick 7 - Cleveland Browns
8,New York Jets,https://d9ioojyvhqpok.cloudfront.net/assets/logos/jets.svg,Shemar Stewart,DL | Texas A&M,SB Nation,2024-12-16,Pick 8 - New York Jets
9,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bears.svg,Kelvin Banks,OT | Texas,SB Nation,2024-12-16,Pick 9 - Chicago Bears
10,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/assets/logos/saints.svg,Mykel Williams,EDGE | GeorgiaPOPULAR,SB Nation,2024-12-16,Pick 10 - New Orleans Saints
11,Miami Dolphins,https://d9ioojyvhqpok.cloudfront.net/assets/logos/dolphins.svg,Will Campbell,OT | LSU,SB Nation,2024-12-16,Pick 11 - Miami Dolphins
12,Indianapolis Colts,https://d9ioojyvhqpok.cloudfront.net/assets/logos/colts.svg,Malaki Starks,S | GeorgiaPOPULAR,SB Nation,2024-12-16,Pick 12 - Indianapolis Colts
13,Cincinnati Bengals,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bengals.svg,Nic Scourton,EDGE | Texas A&M,SB Nation,2024-12-16,Pick 13 - Cincinnati Bengals
14,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/assets/logos/cowboys.svg,Ashton Jeanty,RB | Boise State,SB Nation,2024-12-16,Pick 14 - Dallas Cowboys
15,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/niners.svg,Derrick Harmon,DL | Oregon,SB Nation,2024-12-16,Pick 15 - San Francisco 49Ers
16,Atlanta Falcons,https://d9ioojyvhqpok.cloudfront.net/assets/logos/falcons.svg,James Pearce Jr.,EDGE | Tennessee,SB Nation,2024-12-16,Pick 16 - Atlanta Falcons
17,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/assets/logos/cardinals.svg,Tyleik Williams,DL | Ohio State,SB Nation,2024-12-16,Pick 17 - Arizona Cardinals
18,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/assets/logos/rams.svg,Tyler Warren,TE | Penn State,SB Nation,2024-12-16,Pick 18 - Los Angeles Rams
19,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/chargers.svg,Colston Loveland,TE | Michigan,SB Nation,2024-12-16,Pick 19 - Los Angeles Chargers
20,Tampa Bay Buccaneers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bucs.svg,Jalon Walker,LB | Georgia,SB Nation,2024-12-16,Pick 20 - Tampa Bay Buccaneers
21,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/assets/logos/seahawks.svg,Jihaad Campbell,LB | Alabama,SB Nation,2024-12-16,Pick 21 - Seattle Seahawks
22,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/assets/logos/commanders.svg,Luther Burden,WR | Missouri,SB Nation,2024-12-16,Pick 22 - Washington Commanders
23,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/assets/logos/broncos.svg,Kaleb Johnson,RB | Iowa,SB Nation,2024-12-16,Pick 23 - Denver Broncos
24,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/assets/logos/ravens.svg,Josh Simmons,OT | Ohio State,SB Nation,2024-12-16,Pick 24 - Baltimore Ravens
25,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/assets/logos/texans.svg,Marcus Mbow,OT | PurdueRARE,SB Nation,2024-12-16,Pick 25 - Houston Texans
26,Green Bay Packers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/packers.svg,Landon Jackson,EDGE | Arkansas,SB Nation,2024-12-16,Pick 26 - Green Bay Packers
27,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/steelers.svg,Isaiah Bond,WR | Texas,SB Nation,2024-12-16,Pick 27 - Pittsburgh Steelers
28,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/assets/logos/vikings.svg,Shavon Revel Jr.,CB | East Carolina,SB Nation,2024-12-16,Pick 28 - Minnesota Vikings
29,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bills.svg,Kenneth Grant,DL | Michigan,SB Nation,2024-12-16,Pick 29 - Buffalo Bills
30,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/assets/logos/eagles.svg,Mike Green,EDGE | Marshall,SB Nation,2024-12-16,Pick 30 - Philadelphia Eagles
31,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/assets/logos/lions.svg,L.T. Overton,EDGE | AlabamaRARE,SB Nation,2024-12-16,Pick 31 - Detroit Lions
32,Kansas City Chiefs,https://d9ioojyvhqpok.cloudfront.net/assets/logos/chiefs.svg,Gunnar Helm,TE | TexasRARE,SB Nation,2024-12-16,Pick 32 - Kansas City Chiefs
1,New York Giants,https://d9ioojyvhqpok.cloudfront.net/assets/logos/giants_alt.svg,Cameron Ward,QB | Miami (FL),The Draft Network,2024-12-16,Pick 1 - New York Giants
2,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/assets/logos/raiders.svg,Shedeur Sanders,QB | Colorado,The Draft Network,2024-12-16,Pick 2 - Las Vegas Raiders
3,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/assets/logos/patriots.svg,Travis Hunter,CB | Colorado,The Draft Network,2024-12-16,Pick 3 - New England Patriots
4,Jacksonville Jaguars,https://d9ioojyvhqpok.cloudfront.net/assets/logos/jaguars.svg,Will Campbell,OT | LSU,The Draft Network,2024-12-16,Pick 4 - Jacksonville Jaguars
5,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/panthers.svg,Tetairoa McMillan,WR | Arizona,The Draft Network,2024-12-16,Pick 5 - Carolina Panthers
6,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/assets/logos/titans.svg,Drew Allar,QB | Penn StateINELIGIBLE,The Draft Network,2024-12-16,Pick 6 - Tennessee Titans
7,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/assets/logos/browns.svg,Mason Graham,DL | Michigan,The Draft Network,2024-12-16,Pick 7 - Cleveland Browns
8,New York Jets,https://d9ioojyvhqpok.cloudfront.net/assets/logos/jets.svg,Colston Loveland,TE | Michigan,The Draft Network,2024-12-16,Pick 8 - New York Jets
9,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bears.svg,Josh Conerly Jr.,OT | Oregon,The Draft Network,2024-12-16,Pick 9 - Chicago Bears
10,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/assets/logos/saints.svg,Will Johnson,CB | Michigan,The Draft Network,2024-12-16,Pick 10 - New Orleans Saints
11,Miami Dolphins,https://d9ioojyvhqpok.cloudfront.net/assets/logos/dolphins.svg,Jalon Walker,LB | Georgia,The Draft Network,2024-12-16,Pick 11 - Miami Dolphins
12,Indianapolis Colts,https://d9ioojyvhqpok.cloudfront.net/assets/logos/colts.svg,Nic Scourton,EDGE | Texas A&M,The Draft Network,2024-12-16,Pick 12 - Indianapolis Colts
13,Cincinnati Bengals,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bengals.svg,Ashton Jeanty,RB | Boise State,The Draft Network,2024-12-16,Pick 13 - Cincinnati Bengals
14,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/assets/logos/cowboys.svg,Abdul Carter,EDGE | Penn State,The Draft Network,2024-12-16,Pick 14 - Dallas Cowboys
15,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/niners.svg,Tyler Warren,TE | Penn State,The Draft Network,2024-12-16,Pick 15 - San Francisco 49Ers
16,Atlanta Falcons,https://d9ioojyvhqpok.cloudfront.net/assets/logos/falcons.svg,Mykel Williams,EDGE | Georgia,The Draft Network,2024-12-16,Pick 16 - Atlanta Falcons
17,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/assets/logos/cardinals.svg,Shemar Turner,DL | Texas A&MRARE,The Draft Network,2024-12-16,Pick 17 - Arizona Cardinals
18,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/assets/logos/rams.svg,Kelvin Banks,OT | Texas,The Draft Network,2024-12-16,Pick 18 - Los Angeles Rams
19,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/chargers.svg,Omarion Hampton,RB | North Carolina,The Draft Network,2024-12-16,Pick 19 - Los Angeles Chargers
20,Tampa Bay Buccaneers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bucs.svg,Luther Burden,WR | Missouri,The Draft Network,2024-12-16,Pick 20 - Tampa Bay Buccaneers
21,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/assets/logos/seahawks.svg,Jalen Milroe,QB | Alabama,The Draft Network,2024-12-16,Pick 21 - Seattle Seahawks
22,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/assets/logos/commanders.svg,Emeka Egbuka,WR | Ohio State,The Draft Network,2024-12-16,Pick 22 - Washington Commanders
23,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/assets/logos/broncos.svg,Donovan Jackson,IOL | Ohio State,The Draft Network,2024-12-16,Pick 23 - Denver Broncos
24,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/assets/logos/ravens.svg,Tyler Booker,IOL | Alabama,The Draft Network,2024-12-16,Pick 24 - Baltimore Ravens
25,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/assets/logos/texans.svg,Walter Nolen,DL | Mississippi,The Draft Network,2024-12-16,Pick 25 - Houston Texans
26,Green Bay Packers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/packers.svg,Josh Simmons,OT | Ohio State,The Draft Network,2024-12-16,Pick 26 - Green Bay Packers
27,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/assets/logos/steelers.svg,Jabbar Muhammad,CB | OregonRARE,The Draft Network,2024-12-16,Pick 27 - Pittsburgh Steelers
28,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/assets/logos/vikings.svg,Aireontae Ersery,OT | Minnesota,The Draft Network,2024-12-16,Pick 28 - Minnesota Vikings
29,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/assets/logos/bills.svg,Malaki Starks,S | Georgia,The Draft Network,2024-12-16,Pick 29 - Buffalo Bills
30,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/assets/logos/eagles.svg,Kyle Kennard,EDGE | South CarolinaRARE,The Draft Network,2024-12-16,Pick 30 - Philadelphia Eagles
